branch,run_at,git_commit,chain_id,total_students,student_index,student_id,wallet_address,ganache_account_index,clean,exposed_name_count,exposed_value_count,exposed_names,encodings_checked,encodings_skipped
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,97,24560097,0xFE0f143FcAD5B561b1eD2AC960278A2F23559Ef9,98,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,98,24560098,0x98D08079928FcCB30598c6C6382ABfd7dbFaA1cD,99,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,99,24560099,0x8C3229EC621644789d7F61FAa82c6d0E5F97d43D,100,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,100,24560100,0x9586A4833970847aef259aD5BFB7aa8901DDf746,101,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,101,24560101,0x0e9971c0005D91336c1441b8F03c1C4fe5FB4584,102,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,102,24560102,0xC4c81D5C1851702d27d602aA8ff830A7689F17cc,103,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,103,24560103,0x9c79357189d6aF261691ECF48de9A6bbF30438Fc,104,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,104,24560104,0xd96Eb0f2e106eA7c0a939e9C460a17ace65FeCFF,105,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,105,24560105,0x4548774216F19914493d051481FEb56246bC13f0,106,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,106,24560106,0xFdAA62Ea18331AFA45CC78b44DBa58d809EaB80e,107,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,107,24560107,0x7D19cEa5598AccbBF0005A8EB8ed6A02C6F8aB84,108,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,108,24560108,0xEaBd5094570298Ffd24e93E7af378162884611cb,109,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,109,24560109,0x51953940F874eFa94F92EB2d6Aed023617A07222,110,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,110,24560110,0x6813ae1FC15E995230C05D4480d50219Bb635F15,111,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,111,24560111,0x11c9CFEc77102a7C903a2D2319c79E7b0BBC9235,112,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,112,24560112,0xBE9086f1A38740F297F6347B531732541289b220,113,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,113,24560113,0xD4Db664B707353422b1Ffc94038cDD0a7D074D51,114,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,114,24560114,0x11Ba29fE987adDFa480FfEcf3d98B26630917a78,115,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,115,24560115,0xFFd57510605b4F47A58576ccC059aB8882C7eA00,116,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,116,24560116,0x83781Cf2371117aAc856621805FB83c9ca439BAd,117,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,117,24560117,0x2Bac2e5a4f39c32eD16205591Ba26e307414cA9E,118,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,118,24560118,0x8D86EF40df93B1b3822bf996B972bA53E79C07c9,119,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,119,24560119,0xc9DB8bec097C2CbdcE109e03A36f98a87E04ffEf,120,true,0,0,(khong),16,2
off-chain (ADV),2026-09-12T22:07:43.781Z,2ec59fc9522059b44a23c3a62e6926a48311e8c1,1337,500,120,24560120,0x925EB78bEb9a84cf88dc92DF5f2FE7bF33b40104,121,true,0,0,(khong),16,2
